Comment,giaodien,manhinh,amthanh,tinhnang,dichvu,giaca,tongthe
Quá ức chế hỏng điều khiển đem đi bảo hành nói rõ tình trạnh là sạc k vào và giọng nói bị sai đợi hơn tuần bảo ra lấy về sạc vẫn không vào dịch vụ vô trách nhiệm chứ tận tâm cái gì.Hết quạt trần giờ lại đến tv quá mệt mỏi với điện máy xxanh rồi,2,2,2,0,0,2,0
Có cái wifi kết nối ko dc hẹn mấy tiếng mới giải quyết.,2,2,2,0,0,2,2
Nét tốt,2,1,2,2,2,2,2
TV giá tốt xem bóng chuyền tuyệt vời,2,1,2,2,2,1,2
Sản phẩm dùng rất tốt,2,2,2,2,2,2,1
"Tivi dùng tốt ,hình ảnh nét",2,1,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tivi dùng ok,2,2,2,2,2,2,1
Tốt ok,2,2,2,2,2,2,1
OK,2,2,2,2,2,2,1
Rất tệ. Ngày 17/6/2023 mới giao TV cho mình ở Tiền Giang. Đến nay 07/07/2023 đã bị sọc hồng. Đã gọi lên tổng đài DMX hẹn 3h sau sẽ giải quyết.,2,0,2,2,0,2,0
Màn hình QLed chân thậc,2,1,2,2,2,2,2
Tv quá đẹp,1,2,2,2,2,2,2
Hình không đẹp,2,0,2,2,2,2,2
Phục vụ tốt chu đáo,2,2,2,2,1,2,2
Sản phẩm rất chất lượng,2,2,2,2,2,2,1
Tivi đẹp..nhân viên lắp đặt nhiệt tình.,2,2,2,2,1,2,2
Tivi đẹp,1,2,2,2,2,2,2
giá cả hợp lý bền nữa là OK,2,2,2,2,2,2,1
Cảm ơ,2,2,2,2,2,2,2
Ok,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Hình ảnh tốt,2,1,2,2,2,2,2
"bộ xử lý mạnh mẻ,đầy đủ các app giải trí ....",2,2,2,1,2,2,2
Tốt,2,2,2,2,2,2,1
TV sử dụng bình thường,2,2,2,2,2,2,1
dùng quen rồi,2,2,2,2,2,2,1
màu sắc hình ảnh bình thường vẫn vậy,2,2,2,2,2,2,2
có 1 2 hôm mở lên thì hơi bị nhiễu,0,0,0,0,0,0,0
hảy nhảy hình ảnh,2,0,2,2,2,2,2
tắt rồi bật lại thì hết,2,2,2,2,2,2,2
âm thanh rõ,2,2,1,2,2,0,0
thiết kế cũng đẹp,1,2,2,2,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm nói chung là được,2,2,2,2,2,2,1
sử dụng tốt,2,2,2,2,2,2,1
màu sắc hình ảnh đẹp được,2,1,2,2,2,2,2
âm thanh rõ,2,2,1,2,2,0,0
sử dụng mượt ổn định,2,2,2,1,2,2,2
thiết kế đẹp,1,2,2,2,2,2,1
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm xài cũng bình thường tốt,2,2,2,2,2,2,1
màu sắc hình ảnh hiện tại sắc nét đẹp,2,1,2,2,2,2,2
âm thanh rõ,2,2,1,2,2,0,0
được tốt,2,2,2,2,2,2,1
hoạt động nói chung là tốt,2,2,2,2,2,2,1
thiết kế đẹp,1,2,2,2,2,2,1
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm xài được tốt,2,2,2,2,2,2,1
lúc mới mua bấm thì nhạy còn hiện tại thì không được nhạy lắm,2,2,2,0,2,2,1
màu sắc hình ảnh đẹp,2,1,2,2,2,2,1
âm thanh được to,2,2,1,2,2,2,2
hoạt động mượt,2,2,2,1,2,2,2
thiết kế đẹp nhưng cái chân thì không được đẹp lắm,1,2,2,2,2,2,2
ên đổi sang loại chân 2 bên thì đẹp hơn chân giữa,2,0,2,2,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm ok,2,2,2,2,2,2,1
màu sắc hình ảnh được,2,1,2,2,2,2,2
âm thanh ok,2,2,1,2,2,2,1
hoạt động mượt được không có vẫn đề gì,2,2,2,1,2,2,1
thiết kế được đẹp,1,2,2,2,2,2,1
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm ok,2,2,2,2,2,2,1
hiện tại vẫn ok còn sau này thì chưa biết,2,2,2,2,2,2,1
màu sắc hình ảnh cũng giống như ban đầu thôi chưa có gì thay đổi,2,2,2,2,2,2,2
TV sử dụng mượt,2,2,2,1,2,2,2
âm thanh ok,2,2,1,2,2,2,1
thiết kế cũng giống những máy khác,2,2,2,2,2,2,2
được,2,2,2,2,2,2,1
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm tốt,0,0,0,0,0,0,0
màu sắc hình ảnh tốt,2,1,2,2,2,2,2
âm thanh tốt,0,0,1,0,2,0,0
hoạt động không có vẫn đề gì,2,2,2,1,2,2,2
thiết kế đẹp,1,2,2,2,2,2,1
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
TV đang sử dụng thì tự nhiên tắt ngang,2,2,2,0,2,2,2
hoặc bị đứng màn hình,2,0,2,0,2,2,2
màu sắc hình ảnh cũng được,2,1,2,2,2,2,2
đẹp,0,0,0,0,0,0,0
âm thanh nghe nhỏ quá,2,2,0,2,2,2,2
sử dụng tương đối mượt mà,2,2,2,1,2,2,1
thiết kế đẹp nhưng cái phần viền màn hình nhìn giống như bị hở,1,0,2,2,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm mới dùng bình thường,2,2,2,2,2,2,1
màu sắc hình ảnh nói chung thì ok,2,2,2,2,2,2,1
âm thanh nghe rõ mà hơi nhỏ,2,2,0,2,2,2,2
sử dụng nói chung là mượt,2,2,2,1,2,2,2
thiết kế cũng ok,1,2,2,2,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm nói chung thì hiện tại vẫn chưa có gì,2,2,2,2,2,2,1
vẫn tốt,2,2,2,2,2,2,1
màu sắc hình ảnh được tốt,2,1,2,2,2,2,2
âm thanh được,2,2,1,2,2,2,2
sử dụng mượt bình thường,2,2,2,1,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm nói chung là tốt,2,2,2,2,2,2,1
chưa có gì,2,2,2,2,2,2,2
màu sắc hình ảnh cũng được,2,1,2,2,2,2,2
âm thanh rõ,2,2,1,2,2,0,0
sử dụng mượt,2,2,2,1,2,2,2
bình thường,2,2,2,2,2,2,1
thiết kế tạm ổ,2,2,2,2,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm dùng tốt không có gì,2,2,2,2,2,2,2
màu sắc hình ảnh đẹp,2,1,2,2,2,2,1
âm thanh rõ,2,2,1,2,2,0,0
thiết kế đẹp,1,2,2,2,2,2,1
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sử dụng mượt,2,2,2,1,2,2,2
sản phẩm dùng tiện lợi,2,2,2,1,2,2,2
màu sắc hình ảnh cũng đẹp,2,1,2,2,2,2,2
âm thanh nghe rõ,0,0,0,0,0,0,0
chạy mượt mà,2,2,2,1,2,2,2
thiết kế cũng đẹp,1,2,2,2,2,2,2
viền mỏng,2,0,2,2,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
sản phẩm cũng bình thường,2,2,2,2,2,2,2
màu sắc hình ảnh nói chung thì cho mấy đứa nhỏ sử dụng chứ mình cũng không để ý,2,2,2,2,2,2,2
âm thanh cũng được,2,2,1,2,2,2,1
sử dụng cũng ổn mượt không có gì,2,2,2,1,2,2,2
thiết kế mỗi sản phẩm sẽ có cái khác nhau nên không đánh giá được,2,2,2,2,2,2,2
sẵn sàng giới thiệu sản phẩm,2,2,2,2,2,2,1
Rất tôt tivi xem nét ổn định wifi .,2,1,2,1,2,2,1
Băt wifi yếu,2,2,2,0,2,2,2
Siêu nhanh hết pin. Ngày đầu mua điều khiển còn dùng đc 3 ngày. Những ngày sau hnao cũng phải sạc 1-2 lần. Mặc dù tần suất vs thời gian dùng cực kì ít 🤯,2,2,2,0,2,2,2
Ok.tạm ổn để xem thêm một thời gia,2,2,2,2,2,2,1
Hình ảnh tốt,2,1,2,2,2,2,2
Sản phẩm tốt,2,2,2,2,2,2,1
tot,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Màu sắc hình ảnh đẹp,2,1,2,2,2,2,2
Mới sử dụng nên ti vi hoạt động thấy rất ổn👍,2,2,2,2,2,2,1
Rất ok,0,0,0,0,0,0,0
Rất tốt,2,2,2,2,2,2,1
Tivi,2,2,2,2,2,2,2
Sp rất tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Điều khiển hết điện quá nhanh,2,2,2,0,2,2,2
mới mua được hơn 1 tháng mà ngày nào cũng phải nạp,2,2,2,2,2,2,2
tốt,0,0,0,0,0,0,0
Ti vi bị hư màn hình xài phí tiền mau hỏng,2,0,2,2,2,0,0
Âm thanh hơi nhỏ.,2,2,0,2,2,2,1
Hình ảnh sắt nét dễ sử dụng,2,1,2,1,2,2,1
OK tốt,2,2,2,2,2,2,1
Lúc giao tivi mới mạch lcd bị trắng 4 viền và sọc nền panel kỹ thuật thấy cũng ko báo khách để nhận xong qua làm biên bản xác định lỗi 3 ngày hãng bảo gọi mà ko liên lạc được. Dù cả ngày ko thấy cuộc gọi nhỡ nào.,2,0,2,2,0,2,0
Tôi rất không hài lòng với sản phẩm sản phẩm này. Vì vừa mua được vài ngày đã chết màn hình. Lần sau Tôi không biết tin vào đâu nữa.,2,0,2,2,2,2,0
Sản phẩm tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Sản phẩm đẹp phù hợp túi tiề,1,2,2,2,2,1,2
hược điểm là ko có điều khiển giọng nói hơi bất tiện xíu,2,2,2,0,2,2,2
- tv tốt,2,2,2,2,2,2,1
hân viên tư vấn nhiệt tình,2,2,2,2,1,2,2
thợ lắp tv rất thân thiện,2,2,2,2,1,2,2
vô cùng hài lòng,2,2,2,2,2,2,1
Sản phẩm không như mong đợi.,2,2,2,2,2,2,0
Màu sắc đều đẹp,2,1,2,2,2,2,2
Giá rẻ dùng tốt,2,2,2,2,2,1,1
Đẹp,1,2,2,2,2,2,0
giá cả hợp lý,0,0,0,0,0,0,0
Tv xài ok.nhân viên giao hàng bảo trì nhiệt tình.tks,2,2,2,2,1,2,1
Tôi rất hài lòng....Ngày Lễ 2- 9....nhân viên nhiệt tình giao Tivi mới ngay...kg để tôi phải chờ đợi....thanks....tất cả,0,0,0,0,0,0,0
âm thanh hơi nhỏ. Tivi bắt wifi nhanh,2,2,0,1,2,2,2
tivi sử dụng tốt,2,2,2,2,2,2,1
sản phẩm tốt,0,0,0,0,0,0,0
mình dùng mới đc 9 tháng thì màn bị kẻ ngang. gọi tổng đài bảo hành nhiều mà chưa đc,2,0,2,2,0,2,2
Không sử dung youtube đuoc điều khiển bang âm thanh,2,2,2,0,2,2,2
Rất thích,2,2,2,2,2,2,1
Sản phẩm dùng rất tốt,2,2,2,2,2,2,1
Sản phẩm tốt,2,2,2,2,2,2,1
Sản phẩm tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Khuyến mại lớn nên mua .ngon bổ rẻ,2,2,2,2,2,1,1
Sản phẩm rất tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Hình ảnh rất đẹp,2,1,2,2,2,2,2
OK,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Ok👌👌👌,2,2,2,2,2,2,0
Sản phẩm tốt,2,2,2,2,2,2,1
Tivi mẫu mới hình ảnh sắc nét.tại mới mua chưa biết kết quả ntn.mà có 1đều là 50 inch so với sonny 48 inch cái củ ở nhà còn nhỏ hơn nữa,2,1,2,2,2,2,2
Tivi đẹp,1,2,2,2,2,2,2
hoạt động mượt,2,2,2,1,2,2,2
Tốt,2,2,2,2,2,2,1
rất tuyệt vời. Nhân viên lắp đặt nhanh nhẹ,2,2,2,2,0,1,1
tư vấn nhiệt tình,2,2,2,2,1,2,2
Sản phẩm tốt,2,2,2,2,2,2,1
Tv mượt. Màn hình to coi sướng,2,1,2,1,2,2,2
Đẹp,1,2,2,2,2,2,0
sắc nét,0,0,0,0,0,0,0
sống động.,2,1,2,2,2,2,2
Tốt,2,2,2,2,2,2,1
Sử dụng rất tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
😊,2,2,2,2,2,2,0
mới mua được 1 tuần,2,2,2,2,2,2,2
rớt giá còn tặng máy giặt Ôi đau quá đa,2,2,2,2,2,0,2
Very good,2,2,2,2,2,2,1
Hiện tại tốt,2,2,2,2,2,2,1
Rất tốt. Nhân viên de thương,2,2,2,2,1,2,1
Ok,2,2,2,2,2,2,1
Tivi rất tốt.nhân viên giao hàng vui ve,2,2,2,2,1,2,1
Sản phẩm dùng rất tốt. Nhân viên phục vụ tận tình,2,2,2,2,1,2,1
Giao hàng nhanh,2,2,2,2,1,2,2
bv nhiệt tình,2,2,2,2,1,2,2
Tivi samsung QLED 75inch mẫu 2022 thiết kế mẫu đẹp sang trọng viền siêu mỏng.chất lượng thì sau thời gian sử dụng mới biết được nt,1,1,2,2,2,2,2
Chất lượng tivi tốt,2,2,2,2,2,2,1
chất lượng phục vụ càng tốt hơn.,2,2,2,2,1,2,2
Lâm hồng hưng,2,2,2,2,2,2,2
Rất tốt,2,2,2,2,2,2,1
Màn hình ti vi toả nhiệt rất là nóng nhưng kỹ thuật lại báo bình thường.,2,2,2,0,0,2,2
Ti vi sử dụng ổn nhà mọi người,2,2,2,2,2,2,1
Nhìn chung tivi ổn trong tầm giá,2,2,2,2,2,1,1
chế độ bảo hành nên hơn 1 tháng thì tốt hơn nhiều,2,2,2,2,2,2,2
Tôi mua online săn giá ưu đãi,2,2,2,2,2,1,2
phát hiện tivi bị lỗi liền liên hệ tổng đài,2,2,2,0,2,2,2
bảo hành đến kiểm tra xong hẹn đổi máy mới,2,2,2,2,2,2,2
đến hẹn lại nói không có hàng. Yêu cầu ra cửa hàng gần nhất để thương lượng đổi máy mới,2,2,2,2,0,2,2
quản lý cửa hàng yêu cầu khách hàng tự liên hệ tổng đài giải quyết,2,2,2,2,0,2,2
không đứng ra phục vụ khách hàng,2,2,2,2,0,2,2
đùng đẩy trách nhiệm cho nhau. Nản. Còn nói Chị mua online là mua hàng tồn WHAT. Mong Điện máy xanh đổi máy cho tôi đúng như đã hẹn.,2,2,2,2,0,2,2
Tốt trong tầm giá,2,2,0,2,2,1,1
hình ảnh rõ,2,1,2,2,2,2,2
âm thanh lớn. Nên mua. Đủ tài chính nên mua 43inch trở lê,2,2,1,1,2,2,1
Ok,2,2,2,2,2,2,1
Anh nhân viên mang nhầm mẫu tv trưng bày nhưng anh rất nhiệt tình dù trời tối đã trễ đã chạy lên lại và chạy xuống giao tận nhà rất hài lòng trước chính sách điện máy xanh và sẽ ủng hộ nhiều sản phẩm,2,2,2,2,1,2,1
Ok..ổ,2,2,2,2,2,2,1
Mới mà admin ơi. Tạm ổn tới giờ này. Tks bạ,2,2,2,2,2,2,1
Thấy tạm ổ,2,2,2,2,2,2,1
Sản phẩm tốt nhân viên tư vấn nhiệt tình vui vẻ,2,2,2,2,1,2,1
Ok,2,2,2,2,2,2,1
Rất hài lòng về sp này. Nhân viên cải đặt tận tình. Rất cảm ơ,2,2,2,2,1,2,1
Hoạt động mượt mà,2,2,2,1,2,2,2
hận giọng nói tốt,2,2,2,1,2,2,2
màu sắc đẹp. Nói chung là ok!,2,1,2,2,2,2,1
Hiển thị chậm.,2,2,2,1,2,2,2
Tốt,2,2,2,2,2,2,1
Sản phẩm ok,2,2,2,2,2,2,1
Giao hàng đúng hẹ,2,2,2,2,1,2,2
hân viên nhiệt tình,0,2,0,2,1,2,2
Cũng được OK,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Hiện tại thì oke lâu dài k biết có bền k,2,2,2,2,2,2,1
Rất OK nhe,2,2,2,2,2,2,1
Tuyệt vời,2,2,2,2,2,2,1
sản phẩm tốt xài ổ,2,2,2,2,2,2,1
Sản phẩm ok,2,2,2,2,2,2,1
Chào ĐMX Hiện tại tivi Sam Sung mình bị hỏng hơn 2 tuần rồi mà vẫn chưa được xử lý mặc dù đã thông báo gọi điện và gửi tin nhắn trang Zalo và trang đánh giá sản phẩm. Nhưng tới thời điểm hiện tại cái mình nhận được kết quả bằng 0 tại sao mình nói như vậy là có lý do tivi Sam Sung của mình hỏng hơn 2 tuần rồi mình cũng gọi điện báo lên tổng đài đmx nhắn tin thông báo qua Zalo và trang khiếu nại nữa đều có nhiên viên liên hệ nhận thông tin và hướng sẽ làm việc với Sam Sung sớm cho trường hợp này. Mình chờ mỏi mòn và nhận lại cái feedback của nhân viên kỹ thuật Sam Sung báo rằng tivi anh hết hạn bảo hành ngày 30.06.2023 tôi nói ngày 30.06.2023 là ngày đmx giao hàng và gửi tôi file đính kèm bên dưới là thông tin đmx gửi cho Sam Sung. Tôi không hiểu luôn trên trang web đmx ghi bảo hành 1 tháng đối với hàng trưng bày tuy nhiên trong phiếu bảo hành ghi 1 ngày là sao Tôi không hiểu Hy vọng trong hôm nay tôi sẽ trực điện thoại chờ nhân viên đmx liên hệ và xử lý dứt điểm trường hợp này. Vì tôi mất quá nhiều thời gian vào cái mà đối với tôi cực kỳ basical.Tôi sử dụng 2 sdt xxxx121143 xxxx838936Thanks,2,2,2,0,0,2,0
Mới dùng thấy khá ok,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Sp tốt.,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Hình ảnh âm thanh đạt yêu cầu,2,0,1,2,2,0,2
Nhân viên phục vụ quá tốt,2,2,2,2,1,2,2
tận tâm!,2,2,2,2,1,2,2
Ok,2,2,2,2,2,2,1
Máy chạy mượt,2,2,2,1,2,2,2
go,2,2,2,2,2,2,2
Chức năng mượt. Ok,2,2,2,1,2,2,1
Ok,2,2,2,2,2,2,1
Rất tuyệt vời. Sản phẩm chất lượng,2,2,2,2,2,2,1
Tạm được thôi,2,2,2,2,2,2,1
Tv dòng này ace mình đừng mua nhé vô app mp3 nó bị đứng hình như ảnh nhé,2,2,2,0,2,2,2
H,2,2,2,2,2,2,2
Dien máy xanh đánh mất lòng tin của khách hành. Tôi mua sản phẩm tv QA65QN90B hàng mới nhưng ĐMX lại bản cho tôi tv cũ Vậy tôi đề Nghị ĐMX Có lời giải thích và bồi thường lại cho tôi theo Thoa thuan mua bán giữa tôi và ĐMX,2,2,2,2,0,2,0
Bình thường,2,2,2,2,2,2,2
Rat tot,2,2,2,2,2,2,1
Sản phẩm rất tốt và đẹp,1,2,2,2,2,2,1
Tivi dễ sử dụng,2,2,2,1,2,2,2
chất luoengj hình ảnh đẹp nét,2,1,2,2,2,2,2
Thực ra cũng ổn nhung khi mới mua về không có sách hướng dẫn điều chỉnh nên màu kg đẹp và kỹ thuật chỉnh chưa tối ưu . Nếu muốn hài lòng thì phải mất cả tháng mầy mò mới chỉnh được theo ý muốn được,2,0,2,2,0,2,2
Rất tốt,2,2,2,2,2,2,1
Màu sắc đẹp rõ nét,2,1,2,2,2,2,2
Sp tốt,2,2,2,2,2,2,1
Ti vi OK chất lượng hình ảnh tốt,2,1,2,2,2,2,1
Tivi bước đầu xài ổn rất tốt hy vọng sẽ ủng hộ Điện Máy Xanh nhiều mặt hàng khác nữa,2,2,2,2,2,2,1
Giới thiếu bạn bè sử dụng,2,2,2,2,2,2,1
Đẹp như tranh,2,2,2,2,2,1,2
Tuyệt,2,2,2,2,2,2,1
Rất đỉnh,0,0,0,0,0,0,0
Nv chưa cài mấy gói dvu dc tặng miễn phí,2,2,2,2,2,2,2
Quá ok,2,2,2,2,2,2,1
Tv săc net,2,1,2,2,2,2,2
am thanh hay,0,0,0,0,2,0,0
ok,2,2,2,2,2,2,1
ok,2,2,2,2,2,2,1
😅😅😅,2,2,2,2,2,2,0
Sp ok,2,2,2,2,2,2,1
Tắt tivi hơi lâu,2,2,2,0,2,2,2
Good,2,2,2,2,2,2,1
Dmart Tivi khung Tranh màu sắc rất đẹp rỏ nét âm thanh tốt vào mạng rất nhanh,2,1,1,1,2,2,2
Phần nhận dạng tiếng nói bằng tiếng việt của bixby chưa chuẩn lắm.,2,2,2,0,2,2,2
Quá tuyệt,2,2,2,2,2,2,1
Tư vấn hướng dẫn nhiệt tình,2,2,2,2,1,2,2
Tôi rất hài lòng,2,2,2,2,2,2,1
Chất lượng tốt,2,2,2,2,2,2,1
hình ảnh sắc nét màu sắc đẹp,2,1,2,2,2,2,2
kiểu dáng hiện đại nói chung là tốt.,1,2,2,2,2,2,2
Xem hình màu ko đẹp,2,0,2,2,2,2,2
Sp ok,2,2,2,2,2,2,1
Hài lòng về sp,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Hình ảnh rất OK,2,1,2,2,2,2,2
Rất tiểc... Sau khi xem 30 phút,2,2,2,2,2,2,2
tôi phải trả lại. Vì hình ảnh... Đã phải chịu mất phí 20% = 2.940.000,2,2,2,2,0,0,2
Tivi của tôi không cập nhật được phần mềm. Xin được hỗ trợ,2,2,2,0,0,2,2
hài lòng,0,0,0,0,0,0,0
Tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Mới dùng nên chưa trải nghiệm hết được các chức năng. Màn hình sắc nét,2,1,2,2,2,2,2
âm thanh hơi nhỏ.,2,2,1,2,2,2,2
tivi đang gặp vấn đề lỗi màn hình,2,0,2,2,2,2,2
Không bền nhanh hỏng màn hình,2,0,2,2,2,2,2
đã phải thay màn hình,2,0,2,2,2,2,2
Xài được một năm thì bị sọc. Thất vọng,2,0,2,2,2,2,0
ok,2,2,2,2,2,2,1
Vừa mới đánh giá tốt xong thì màn bị sọc. Liên hệ bảo hành và được đổi qua cái khác. Hẹn giao trong 24h tiếp theo.Hãng lớn tivi hiện đại vậy mà sọc màn hình dễ dàng quá. Hơi thất vọng.,2,0,2,2,0,2,0
Tốt.,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
rat tot ak .nhiet tinh sp ok lắm ak,2,2,2,2,1,2,1
Mua từ 16/1/2023 chưa đc 1 năm đã đen xì màn hình rồi,2,0,2,2,2,2,2
Sản phẩm tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Mới mua đc 2 tháng đã nhảy loạn lê,2,2,2,0,2,2,2
ổ,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Hài lòng,0,0,0,0,0,0,0
"Chiếc ti vi này tôi vừa mua xong đã xuất hiện mành mành trên màn hình rồi,tôi yêu cầu đổi ti vi khác.",2,0,2,2,2,0,2
Màu sắc chói quá quá,2,0,2,2,2,2,2
Sản phẩm bình thường,0,0,0,0,0,2,0
Hình đẹp,2,1,2,2,2,2,2
âm thanh tốt. Ngo,2,2,1,2,2,2,1
bổ,2,2,2,2,2,2,1
rẻ,2,2,2,2,2,1,2
đáng đồng tiề,2,2,2,2,2,1,2
Hình ảnh,2,2,2,2,2,2,2
màu sắc nét,2,1,2,2,2,2,2
Hài lòng,0,0,0,0,0,0,0
ok,2,2,2,2,2,2,1
Nhân viên nhiệt tình,0,2,0,0,1,2,0
chất lượng sản phẩm tốt,2,2,2,2,2,2,1
Sản phẩm rất tốt dao hàng nhanh nhân viên nhiệt tình,2,2,2,2,1,2,1
Rất tốt ok nha,2,2,2,2,2,2,1
Sản phẩm cao cấp mà giá hợp lý hình ảnh đẹp màu sắc rất đẹp mọi chức năng sử dụng chi khoa học tiện lợi dễ dùng nói chung là nên mua,2,1,2,1,2,1,1
Tôi mua người giao hàng đến lắp ko thấy có tem điện máy xanh trên góc màn hình nhỉ,2,0,2,0,2,2,0
xem hơn tháng thấy rất lóa mắt,2,0,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Dịch vụ tôt,2,2,2,2,1,2,2
Tốt,2,2,2,2,2,2,1
Giọng nói rất chậm. Và thường không tìm thấy,2,2,2,0,2,2,2
Sp tốt,2,2,2,2,2,2,1
Tôi đánh giá vừa lòng,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Sp dùng ok,2,2,2,2,2,2,1
Hình ảnh mờ,2,0,2,2,2,2,2
lem,2,2,0,2,2,2,2
tốt,0,0,0,0,0,0,0
Tôi thấy Sản phẩm dùng tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Đẹp. Giao nhanh,2,2,2,2,1,2,1
Ok,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Chất lượng tốt,2,2,2,2,2,2,1
ok,2,2,2,2,2,2,1
Dùng ổ,2,2,2,2,2,2,1
Hình ảnh sắc nết. Kết nối Hdmi không dây điều OK. Khi nào có tài chính sẽ săm thêm 1 cái nữa. Cho đủ bộ,2,1,2,1,2,2,2
Tốt. Xài ổn đinh. Hình ảnh sắc nét,2,1,2,1,2,2,1
Tot,2,2,2,2,2,2,1
Màn hình đẹp. Dùng xem phim rất thích. Tạm thời khá hài lòng.,2,1,2,2,2,2,1
Tivi sắc nét,2,2,2,2,2,2,1
độ phân giải cao,2,1,2,2,2,2,2
led tốt,0,0,0,0,0,0,0
phù hợp với giá tiề,2,2,2,2,2,1,2
Công tác phục vụ rứt tốt,2,2,2,2,1,2,2
Rất tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Toi Tôi cảm thấy máy hoạt động rất tốt,2,2,2,1,2,2,2
Tốt,2,2,2,2,2,2,1
Tôt,2,2,2,2,2,2,1
đẹp,0,0,0,0,0,0,0
Sản phẩm tuyệt vời,2,2,2,2,2,2,1
Tivi to đẹp,1,2,2,2,2,2,2
hình ảnh rỏ nét,2,1,2,2,2,2,2
âm thanh hay. Mua được với giá tốt,2,2,1,2,2,1,2
được tặng gói vieon vip 6 th xem được nhiều chương trình. Nhân viên giao hàng nhiệt tình hướng dẫn chu đáo. Rất hài lòng. Giờ đợi thời gian xem tivi có tốt không,2,2,2,2,1,1,1
Tốt,2,2,2,2,2,2,1
Rất tốt màn hình đẹp,2,1,2,2,2,2,1
Mới dùng. Cảm thấy rất tốt chưa biết về sau thế nào,2,2,2,2,2,2,2
Đã sử dụng được vài tháng,2,2,2,2,2,2,2
đến giờ vẫn ổn. Chất lượng âm thanh và hình ảnh tốt. Từ ich vụ tư vấ,2,1,1,2,2,2,1
giới thiệu DMX Le Hong Phong VTau đến giao và chăm sóc khách hàng DMX chuyên nghiệp.,2,2,2,2,1,2,2
Rất tốt,2,2,2,2,2,2,1
Ti vi xem chất lượng hình ảnh âm thanh tốt riêng về màn hình quá nhanh hỏng và lỗi,2,0,1,2,2,2,2
Ok,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Độ tương phản đep,2,1,2,2,2,2,2
âm thanh hay,0,0,1,0,0,0,0
màu sắc nét,2,1,2,2,2,2,2
Sản phẩm này sử dụng tốt!,2,2,2,2,2,2,1
Tôi mua Tivi Neo QLED 4k 55inch Sámung QA55QN858 tôi Sài OK,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Sản phẩm dùng quá tuyệ vời,2,2,2,2,2,2,1
Sản phẩm rất tốt. Hài lòng,2,2,2,2,2,2,1
Tivi sài ok lắm loa rất to màn hình chất lượng tốt viền mỏng nhanh mượt,1,2,1,2,2,2,1
bị lỗi remove nhưng được hãng đổi cái mới. Không hài lòng về khung treo,2,2,2,0,0,2,2
