Name,Cost,Score rating,Number rating,Comment user
Sony Google TV KD-65X80K,17.890.000₫,4.4,142,"['Tôi rất ok về sản phẩm ti vi này/n', 'Màn hình tối 4 góc ...Dien May Xanh không hỗ trợ đổi....Hãng bảo tối là bình thường.Cam on DMX đã hỗ trợ xử lý đổi cho khach hang theo đề nghị trường hợp này/n', 'Tốt/n', 'Sản phẩm tốt. Hình ảnh ,âm thanh tốt. Vào mạng nhanh/n', 'Chất lượng hình ảnh tốt . Vào mạng nhanh/n', 'OK em/n', 'Cho hỏi chút dòng này dùng đk chuột với bàn phím máy tính ko nhỉ/n', 'SONY OK RỒI DÒNG MỚI ĐIỂU KHIỂN KO CÒN SỐ BẤT TIỆN QUÁ/n', 'Sản phẩm tốt đã sử dụng hơn 5 tháng tôi cảm thấy rất hài lòng/n', 'Hình ảnh đẹp, trung thực và rỏ nét/n', 'Tivi khá mượt, nhưng thỉnh thoảng bị lag/n', 'Điều khiển ( mót) cần tinh gọn hơn như dòng sámung/n', 'Youtube thường xuyên bị lỗi. 2 tháng gọi bảo hành 3 lần/n', 'Ok/n', 'Giao hàng và chăm sóc khách hàng tốt, sp mới nhận chưa biết chất lượng sao/n', 'Sản phẩm rất OK hi vọng chế độ bảo hành cũng OK thi khách hàng rất vui/n', 'Tuyệt zời/n', 'Nhân viên đến giao và lắp đặt TV tận tình, chu đáo!/n', 'Tôi thích sản phẩm này/n', 'Hình ảnh nét đẹp Âm thanh hay/n']"
Sony Google TV KD-50X77L,13.690.000₫,4.1,13,"['Cho hỏi sao cái đèn này nó luôn luôn sáng vậy/n', 'Màu đẹp âm thanh rô, nhưng khuyến mãi tích điểm tải app không được bên điện máy xanh hỗ trợ tích điểm dùm, để tôi ghé mua thêm điện thoại liền/n', 'Mới đặt mua và lắp ráp lúc trưa nay ngày 28/1/2024. Nhân viên thiếu chuyên nghiệp, thái độ khi lắp ráp tivi, đặc biệt thiếu tôn trọng người lớn tuổi, không nhiệt tình mà gấp gáp khi làm, khó chịu với người lớn tuổi Tôi đã gửi góp ý, khiếu nại trên app Quà tặng VIP, giờ thì bình luận thêm ở đây để thấy rằng là tôi khó chịu thế nào/n', 'Tốt/n', 'Mới dùng dc 3 ngày , hình ảnh âm thanh chất lượng tốt , đội ngũ nhân viên DMX tư vấn nhiệt tình/n', 'Tôi mới mua 1 cái hôm qua 26/9, thay thế máy LG đã hỏng màn hình mua 2019,Cảm nhận ban đầu Ổn. Đội ngũ tư vấn bên Điện Máy Xanh tương đối nhiệt tình, giao tiếp thân thiện./n', '/n', '/n', '/n', '/n', '/n', '/n', '/n']"
LG Smart TV 43UQ8000PSC,9.390.000₫,4.4,146,"['Ok/n', 'Hài lòng về sản phẩm ạ/n', 'Màn hình rõ chất lượng/n', 'Xài OK màn hình đẹp/n', 'Tốt/n', 'Sản phẩm tốt/n', 'Rất Tốt/n', 'Hàng chất lượng/n', 'Màn hình ti vi trong.rõ nét.mua được giá rẻ nên rất thích/n', 'Dung thay on/n', 'Tốt với giá tiền/n', 'Ok/n', 'Tv dùng ổn, màn hình, âm thanh ok, chưa thấy phát sinh lỗi gì/n', 'Tư vấn tận tình chu đáo/n', 'Ok nhé/n', 'Dễ sử dụng, hình ảnh đẹp, nét/n', 'Ok/n', 'Rất tốt/n', 'Sản phẩm tốt hình ảnh sống động/n', 'Dùng ok mới hơn 10 ngày chưa biết về sâu ra nữa nv nhiệt tình/n']"
Xiaomi Google TV A Pro L43M8-A2SEA,6.690.000₫,4.2,55,"['Cần hỗ trợ cách sử dụng jack 3.5 và loa cùng lúc mà k cần cài đặt thiết bị. Cảm ơn/n', 'Không đòi hỏi gì quá nhiều, đáp ứng đủ nhu cầu/n', 'Sau 1 thời gian sử dụng thỉnh thoảng phải khởi động lại do treo đơ, hôm nay thì tivi không dùng được tìm kiếm bằng giọng nói/n', 'Tivi tốt nhất trong phân khúc, xiaomi là đồ công nghệ nhất là phần đt, tv thì khỏi bàn. Cùng 1 tầm giá không hãng nào qua nổi/n', 'Khởi động chậm mãi mới lên màn hình/n', 'loại 4k này thì khỏi phải nói rồi các bác ạ.giá tầm này ổn,loa to, hình ảnh sắc nét./n', 'Rất tốt/n', 'hình ảnh đẹp , giao nhanh , lắp nhiệt tình ./n', 'Giao hàng nhanh, nv kĩ thuật lắp ráp kĩ , thân thiện,hướng dẫn sd trực tiếp từ nv kĩ thuật rất dễ hiểu để sử dụng/n', 'Thương hiệu mới nhưng dùng tốt , giá thành hợp lý/n', 'Ok/n', 'Bật tivi lên hơi chậm Vào ứng dụng thì tầm 2 3s mới vào được/n', 'tivi đẹp, dễ dùng, hình ảnh sắc nét, loa to, giá rẻ/n', 'Bị đốm nhỏ ở màn hình mong điện máy xanh đổi mới/n', 'Tivi có kết nối vs loa Bluetooth đc ko../n', 'Mới nhận hàng ngày hôm nay, thấy tivi tốt trong tầm giá, âm thanh lớn, màu sắc đẹp. Còn bền hay không thì chưa biết./n', 'Của mk bị sọc màn hình/n', 'Mở nguồn không lên , phải rút dây ra cắm lại thì mới lên , mà rút ra cắm lại thì khởi động rất lâu , tình trạng lặp đi lặp lại nhiều lần , đề nghị DMX liên hệ bảo hành/n', 'Mới mua dc 3 ngày thấy ok màu sắc đẹp. Giá tiền mềm mà ok zậy/n', 'Xuất âm thanh ra amply không thể tăng giảm theo ý muốn, ai mà hát karaoke từ youtube trên tivi ra amply thì loại ngay dòng tv này/n']"
LG Smart TV NanoCell 43NANO76SQA,10.890.000₫,4.4,104,"['Tivi dùng rất OK, có nhiều chức năng dễ sử dụng, giá tiền hợp lí/n', 'Ti vi chạy tốt/n', 'Màu sắc đẹp.hệ điều hành còn chậm .Sài ok ổn trong tầm giá/n', 'Ti vi đẹp, giá hợp lý, phục vụ nhiệt tình/n', 'Rất hài lòng/n', 'Hình ảnh đẹp, âm thanh hay/n', 'Tốt/n', 'Sp rất tốt/n', 'Sản phẩm ok/n', 'Âm thanh hay . Màn hình sắc nét . Màu đẹp/n', 'Tạm ổn/n', 'hình ảnh sắc nét, dễ sử dụng, nhiều tính năng còn độ bền thì phải sài 1 thời gian mới biết/n', 'Rất Tốt/n', 'Sản phẩm ổn nhưng mà lúc bị mất điện khi mở lên phải cài đặt lại thời gian ngày giờ mới sử dụng được các ứng dụng khác nên hơi mất thời gian/n', 'Mới mua 2 ngày giảm 500 vzi/n', 'ĐMX tự đổi giới tính khách hàng mà coi là VIP thì quan tâm gì vậy/n', 'Tốt/n', 'Rất tốt/n', 'Nv giao vs lắp rất nhiệt tình./n', 'Tivi hoi chap/n']"
Google Tivi Xiaomi A 4K 55 inch L55M8-P2SEA,8.990.000₫,4.8,21,"['Rất OK/n', 'Ok.. Trong tầm giá/n', 'Mới mua được nữa tháng cảm nhận rất tốt, màu đẹp, âm thanh ok , giá cả hợp lý/n', 'Em mới mua tivi này ở điện máy xanh tiền hải hôm 8/12 đến hôm nay tự nhiên tivi đang xem thì bị ngắt và không vào điện nữa cho em hỏi nguyên nhân do đâu ạ Và em muốn liên hệ bộ phận chăm sóc khách hàng ạ/n', 'Mới mua hôm qua thấy rất ổn so với giá.Thái độ nhân viên giao hàng thì rất tệ DVTanTam/n', 'Giọng nói rất nhạy mượt hơn nhìu tv nổi tiếng như samsung hay TCL mà tôi xài/n', 'Rất ưng ý,hi vọng bền vài năm./n', 'Chất lượng tốt/n', 'Mình mới mua hôm qua 8490k nay giảm còn 7990k. Xu 1 ngày mất 500k/n', 'Tốt, nên mua/n', 'Ok/n', 'Ok nha giá cả hợp lý độ bền chưa biết cần 1 thời gian/n', 'Phù hợp túi tiền/n', 'Chất lượng rất tốt/n', 'Rất ok em ạ/n', 'Tv dùng mượt và đẹp Hiện tại vẫn chưa có lỗi gì/n', '/n', '/n', '/n', '/n']"
Toshiba Smart TV 55E330MP,9.890.000₫,4.5,31,"['Tốt ạ/n', 'Sản phẩm tốt so với giá tiền/n', 'Làm thế nào để chiếu điện thoại lên tivi vậy/n', 'Tivi xem nét, nhiều ứng dụng nha mọi người. Nên đầu tư mua nhé/n', 'Mới mua đmx đc 1 tuần.vào shopee có hơn 7 củ là sao vậy.mình mua 10 củ/n', 'Mọi thứ điều tốt/n', 'Xem mô tả sản phẩm và thông số kĩ thuật quảng cáo về tivi Toshiba 55E330MP tôi tưởng là đúng như vậy nên tôi mua. Nhưng khi đem tivi về thì chân đế ko phải bằng kim loại ma được làm bằng nhựa. Khi để tivi lên bàn thì ko được chắc chắn, chỉ cần chạm nhẹ vào là tivi rung lắc, lung lay. Nhà sản xuất nghĩ sao mà tivi 55 inch, mà chân đế lại làm toàn bằng chất liệu nhựa thì làm sao gánh nổi trọng lượng tivi 11,3kg Mô tả sản phẩm và thông số kĩ thuật ko đúng với thực tế làm tôi bị hụt hẫng. Một điều nữa là tìm giọng nói bằng tiếng Việt lúc được lúc ko và thiếu chính xác. Mỗi lần chuyển từ kênh này sang kênh khác thì cứ hiện dòng chữ không có chương trình phải chờ ít nhất từ 5 đến 10 giây thì mới nhận ra kênh mới. Cảm thấy hơi bất ổn khi sử dụng tivi này./n', 'Đã sử dụng hình ảnh âm thanh tốt tuy nhiên hệ điều hành vidaa V6 bị hạn chế nhiều ứng dụng điển hình với gói TV360 của nhà mạng Viettel, nên ai đã sử dụng mạng internet Viettel thì căn nhắc lựa chọn./n', 'Cho em hỏi tivi này sử.dụng dk chuột không dây ko/n', 'Sài tốt/n', 'tốt/n', 'Ok/n', 'Tivi sài tốt,giá hợp lý./n', 'Tivi xem đất net hình ảnh đẹp/n', 'Hơi tiếcvừa mua tại cửa hàng điện máy xanh cầu kè trà vinh giá 9990000 ngàn. Lên mạng xem giá chỉ 8490000 trên app ĐMX vân còn 44/50 xuất/n', 'Ok ạ/n', '/n', '/n', '/n', '/n']"
Sony Google TV KD-55X75K,13.390.000₫,4.4,242,"['Hình ảnh đẹp, sắc nét. Giá tốt/n', 'Màu và tính năng ok độ bền thì phải chờ thời gian nữa mới biết. nhân viên nhiệt tình dễ thương lắm./n', 'Ok/n', 'Ok/n', 'Tốt/n', 'Hình ảnh nét, chức nămg giọng nói nhạy. Lắp đặt nhanh, nhân viên lắp đặt tận tình, hướng dẫn cẩn thận./n', 'Dịch vụ lắp đặt nhanh tốt chất lượng sản phẩm hình ảnh đẹp/n', 'Ok/n', 'Tivi bị lỗi này là sao ạ/n', 'Xem net, âm thanh tốt, truyền hình thì mờ nhưng chắc là tình trạng chung smartphone/n', 'tốt/n', 'Rất tốt/n', 'Rất tốt/n', 'Tuyệt vời mong hãng ra mắt nhiều hơn nữa/n', 'Chất lượng tốt phục vụ tận tình chu đáo/n', 'Cảm ơn giao hàng rất nhanh/n', 'Không xem đc netflix chỉ báo thiết bị k khả dụng/n', 'Tivi đẹpxem rõ nét phù hợp với giá tiềncòn 3 gói ứng dụng miễn phí đi kèm là tự nhiên k phải gói Vipchúng ta có thể cài được./n', 'Nhờ hổ trợ mà không trả lời trong khi đã mua 2 sản phẩm./n', 'Máy sony ok/n']"
Sony Google TV KD-65X77L,17.990.000₫,4.4,19,"['TV ổn nhưng gói VIP không được kích hoạt/n', 'Mới thời gian ngắn, nên chưa đánh giá được./n', 'Cảm nhận ban đầu ti vi to, hình ảnh chân thật, âm thanh nghe rất hay./n', 'Tivi rất OK . Đã được nhân viên bộ phận chăm sóc khách hàng hỗ trợ nhiệt tình/n', 'Tivi Sài rất tốt/n', 'Ok/n', 'Tuyệt/n', 'Ok/n', 'Tốt/n', 'Tốt/n', 'Cũng ổn/n', 'Tốt/n', 'Mua hàng mới mà làm ăn sống nhăng/n', '/n', '/n', '/n', '/n', '/n', '/n']"
LG Smart TV NanoCell 75NANO76SQA,22.890.000₫,4.5,184,"['Good/n', 'Màu rõ ,sắc nét/n', 'Mới dùng được thời gian ngắn nhưng thấy rất ổnMàu đẹp và sắc nét/n', 'Tivi xem rõ nét/n', 'Âm thanh to ấm hay, hình ảnh sắc nét đẹp, khung sườn kim loại rất tốt nên máy k bị nóng nhiều so với cùng loại thương hiệu khác. Hiện tại rấy ok, Hy vọng dùng bền./n', 'Tv lúc đầu xem ok nhưng 1 tuần nay tv có hiện tượng mở tv ra là màn hình nháy liên tục/n', 'Ti vi thì tốt nhưng cách bán hàng phải xem lại, đăng 1 ngày 1 giá vừa mua xong thì lại giảm giá là khách hàng mất niềm tin, có vài tiếng mà mất bao nhiêu tiền/n', 'dùng bình thường ok/n', 'Dùng được/n', 'Sản phẩm tốt, chất lượng/n', 'sản phẩm đẹp, màn hình sắc nét/n', 'chưa biết tốt hay không nếu tốt sẽ giới thiệu cho nhiều người/n', 'sản phẩm đẹp, màn hình sắc nét, âm thanh to ok/n', 'sản phẩm tốt/n', 'Chưa sử dụng nhiều nên chưa biết nhưng đến hiện tại có thể cho 5 sao, hình ảnh nét, âm thanh rõ/n', 'Tivi dùng tốt, chất lượng màu sắc và hình ảnh mức bình thường/n', 'chân hơi vướng, màn hình sắc nét ok/n', 'phục vụ tốt/n', 'Tivi dùng tốt,thích sp này màu sắc đẹp, nhưng hình ảnh chưa rõ nét bằng dòng oled/n', 'sản phẩm tốt/n']"
Sony Google TV KD-43X80K,12.390.000₫,4.5,147,"['Tv sài ổn. Nhưng cho mình hỏi làm sao để sử dụng gói vieon vip ạ Gọi nv không ai nghe máy/n', 'Tivi dòng Sony thì k có gì để nói nữa, good/n', 'Tốt/n', 'Không biết lâu dài thì sao,hiện tại sài rất ok./n', 'Âm thanh tốt/n', 'Rất tốt/n', 'Tốt/n', 'Nhân viên hỗ trợ nhiệt tình/n', 'Từ hôm sử dụng đến nay xem tốt ./n', 'Sản phẩm rất tốt/n', 'Chất lượng hình ảnh tốt/n', 'Rất tốt/n', 'Ok/n', 'Tốt/n', 'Sản phẩm tốt/n', 'Tốt/n', 'Ok/n', 'Màn hình sắt nét âm thanh rõ/n', 'Ti vi dùng rất thích/n', 'Tivi dùng tốt/n']"
LG Smart TV 65QNED80SRA,19.890.000₫,4.7,4,"['Oke/n', 'Tốt/n', 'Tạm thời thì chưa có điểm nào để trê,hình ảnh gõ nét màu sắc đẹp âm thanh theo chế độ lựa chọn phim nhạc...rất ok, bắt sóng wifi nhanh ..tốt/n', 'Tivi ổn. Coz tìm kiếm giọng nói hơi chậm hơn so với những thương hiệu tivi khác/n', 'Màng hình/n', 'Đẹp nhưng chức năng điều khiển hơi khó/n', 'sản phẩm tốt, màn hình sắc nét, đẹp/n', 'sp sử dụng tốt./n', 'tốt/n', 'sp sử dụng tốt, ok/n', 'Dùng tốt/n', 'sản phẩm tốt, màn hình sắc nét, đẹp/n', 'Tivi dùng tốt, màu sắc đẹp, hình ảnh khá đẹp/n', 'Được, chất lượng/n', 'sp sử dụng tốt./n', 'sản phẩm tốt, màn hình sắc nét, đẹp/n', 'Tivi dùng rất tốt, màu sắc đẹp, hình ảnh rõ nét/n', 'Tivi dùng tốt, hình ảnh rõ nét và màu sắc đẹp/n', 'sản phẩm tốt, màn hình sắc nét, đẹp/n', 'sản phẩm tốt, màn hình sắc nét, đẹp/n']"
LG Smart TV 50UQ7550PSF,10.390.000₫,4.3,122,"['hình ảnh đẹp sắc nét/n', 'Rất tốt/n', 'Good/n', 'Nhìn chéo màn hình bị lóa, khó coi/n', 'Ok/n', 'Ok/n', 'Chưa được 2 tháng sọc màn hình thôi lần sau pp/n', 'Ok/n', 'Rất hài lòng/n', 'Mới dùng/n', 'Ngoài YouTube ra thì vào ứng dụng nào cũng đơ, lag, không chạy, mong hỗ trợ tôi ạ/n', 'tivi bị lỗi ạ/n', 'tivi kết nối với internet nhưng không vào được. mong hỗ trợ ngay/n', 'Nói chung là tốt/n', 'Sản phẩm sử dụng rất tôt/n', 'Được lắm/n', 'rất ưng ý/n', 'Màu hình ảnh rất OK/n', '👌/n', 'Tốt./n']"
LG Smart TV 50UQ8000PSC,11.890.000₫,4.5,70,"['Chất lượng sản phẩm tốt/n', 'Chính sách bảo hành LG quá tốt.Gọi là có.Nhân viên nhiệt tình./n', 'Ok so với giá/n', 'Ti vi coi màu sắc đẹp , rõ nét, âm thanh tốt, nói chung là tuyệt./n', 'Rất tốt/n', 'Rất tốt nha shop/n', 'Đặt hàng online không trực tiếp ra của hàng xem hình ảnh thực tế, khi sử dụng nhìn trực diện thì OK nhưng nhìn 1 góc khoảng 45 độ thì chẳng thấy gì khó chịu thật sự khi nhìn xéo còn có những sọc dọc màn hình, mà không hiểu sao vẫn giao hàng cho mình, TV bình thường hãng còn công bố goc nhìn rộng 178 độ còn loại này xem ở mỗi chỗ mỗi màu sắc khác nhau, giờ muốn đổi sản phẩm khác. Mong được hỗ trợ/n', 'Nhìn gần thì 2 bên trái và phải của tv bị lóaTốt nhất là không nên mua tv này/n', 'Tốt/n', 'Rất oke/n', 'Rất tốt/n', 'Rất tốt nhé/n', 'Tivi sử dụng tốt, hình ảnh trước sng động, nhân viên giao hàng chu đáo, thân thiện,Hỗ trợ nhiệt tình/n', 'Tốt/n', 'sản phẩm hiện tại ổn/n', 'Ok/n', 'Hiện tại thì xem rất tốt,màu,chất lượng âm thành OK./n', 'Sản phẩm tốt/n', 'Tốt/n', 'Sản phẩm này tốt/n']"
LG Smart TV 55QNED80SRA,18.890.000₫,4.6,106,"['Ti vi Lệ mua sử dụng tốt, giá cả hợp lý phù hợp tài chính của gia đình. Xin cảm ơn LG và mong các sản phẩm của LG luôn có mặt tại gia đình Việt cũng như trên toàn thế giới. Trân trọng kính chào./n', 'Sp tốt , điều khiển dễ sử dụng/n', 'Hiện tại ok/n', 'Tivi rõ nét coi thấy ok../n', 'sp sử dụng tốt, màn hình đẹp./n', 'Ok/n', 'Chất lượng tốt, dùng ok/n', 'Tivi dùng tốt, âm thanh hay, hình ảnh sắc nét/n', 'sp sử dụng tốt./n', 'Tivi dùng tốt, hình ảnh sắc nét/n', 'Sản phẩm tốt, êm/n', 'Ok, xài ổn/n', 'Tivi màu sắc đẹp, nhưng hình ảnh chưa rõ nét lắm/n', 'Tốt/n', 'Sản phẩm tốt, chất lượng/n', 'Dùng cũng được, chưa thấy vấn đề gì/n', 'sp sử dụng tốt./n', 'Tivi dùng tốt, hình ảnh đẹp, âm thanh sống động/n', 'Tivi dùng ổn, hình ảnh bị bóng/n', 'Tivi dùng tốt,hình ảnh rõ nét, âm thanh hay/n']"
LG Smart TV OLED 55A3PSA,24.890.000₫,4.7,65,"['Tivi có hình ảnh trung thực, màu ko lòe loẹt, âm thanh hay, ko thua kém Tivi OLEX dòng C nhiều nhưng giá rẻ hơn nhiều ./n', 'Tivi âm thanh nghe hay, hình ảnh sắc nét, tất cả đều tốt/n', 'sản phẩm đẹp, màn hình sắc nét, màu sắc đẹp/n', 'Tivi khá đẹp, tốt, hình ảnh rõ nét/n', 'Sản phẩm tốt, chất lượng/n', 'Tốt/n', 'tốt/n', 'Tivi dùng tốt, màu sắc đẹp, hình ảnh rõ nét, bền/n', 'Rất hài lòng về tất cả chỉ có hơi không quen ở con chuột, ngoài ra thì âm thanh, hình ảnh đều rất ok/n', 'sản phẩm sử dụng tốt/n', 'Sản phẩm ổn nhưng có cảm giác máy này đời hơi cũ với ở kho lâu, có cảm giác 1 đường sọc nhỏ/n', 'Tivi dùng tốt, màu sắc đẹp, hình ảnh rõ nét/n', 'Mới dùng thấy đang xài tốt/n', 'sản phẩm ok/n', 'Sản phẩm chất lượng, nhân viên nhiệt tình/n', 'sử dụng ok/n', 'Tivi dùng tốt, hình ảnh rõ nét/n', 'sản phẩm bình thường, dùng ok/n', 'Cũng ổn/n', 'Âm thanh hay, hình ảnh đẹp, sắc nét, tốt/n']"
Sony Google TV KD-65X75K,16.890.000₫,4.4,113,"['Hình ảnh đẹp chất lượng tốt/n', 'Rất ok . Ngon bổ rẻ/n', 'Ok/n', 'Ok/n', 'Rất ok/n', 'Âm thanh chất lượng hình ảnh đều rất ok/n', 'Giao hàng không đúng như cam kết về thời gian./n', 'Tivi dùng ổn định/n', 'Sony Sẩn phẩm rất tốt/n', 'Rất hai lòng/n', 'Ok/n', 'Ok/n', 'Sản phẩm ok tin sony trước giờ/n', 'Sài cũng ok/n', 'Sản phẩm đẹp giá phải chăng giao hàng nhanh nhiệt tình/n', 'Hình ảnh đẹp/n', 'tốt/n', 'Tôi thấy sản phẩm tốt, giá cả hợp lý/n', 'Sài rất tốt/n', 'Rất ok/n']"
TCL Google TV 43P635,6.490.000₫,4.3,119,"['Hàng chất lượng giá cả phải chăng nhân viên Tư vấn và bán hàng/n', 'Dung Tốt lắm am thanh chất lượng/n', 'Xem tạm ổn, 4k nhưng hình ảnh không được sắc nét. Hệ điều hành của TV có độ trễ cao./n', 'Tivi đẹp. Ok/n', 'Tot tot/n', 'nhât ok/n', 'Tốt/n', 'Hài lòng trong tầm giá. Màn hình độ phân giải 4k, tuy nhiên so với 4k của sony với sam sung thì k bằng./n', 'Hàng dùng được hơn tuần hàng tốt/n', 'Hiện tại sử dụng thấy ổn/n', 'Rất ok/n', 'Mua 2 tuần có xuất hiện vết gì ở bên trong màn hình , mong dmx giải quyết/n', 'Rất oki/n', 'Rất tốt/n', 'Cũng ôn/n', 'Giá bán tại điện máy xanh là 6.690.000Giá trên web điện máy xanh 5.890.000Mua tại đmx thì thanh toán 5.950.000ĐMX không rõ ràng trong bán hàng và tư vấn cho khách hàng. Mọi người mua hàng phải cẩn thận để ý nhe./n', 'Tivi mình mua sáng thì 1 giá chiều thì 1 giá là sao ạ, thà qua ngày nó giảm k sao , này có vài tiếng đồng hồ lại giảm giá là ntn ./n', 'Xài ổn á/n', 'Mới mua thấy oke đó. Dùng 1 thời gian để đánh giá sau dị./n', 'Dùng tạm được, màu không đẹp cho lắm, 4k mà hình ảnh không sắt nét/n']"
TCL Google TV QLED 55Q646,9.990.000₫,4.2,32,"['Máy giặt tôi mới sử dụng 12 ngày máy bị cạ lòng giặt khi vắt máy rung lắc mạnh gây tiếng ồn rất khó chịu.mong bên hãng xử lý dùm./n', 'Máy giặt khi vắt phát ra tiếng kêu to , rung lắc mạnh . Ko hài lòng với sản phẩm này .Yêu cầu đổi máy mới cùng chủng loại ./n', 'Tốt/n', 'Lấy nước kêu rất ồn Giặt xong không tự tắt máy, cứ kêu tít tít, sau đó tự khởi động giặt lại đồ tiếp Tiếng rung mạnh và ồn Giặt xong khây đổ nc xã đầy nước lạnh, làm sau chế nc xã tiếp de giặt lần sau, fai dùng đồ hút ra Quá bất mãn với đien máy xanh/n', 'sản phẩm tốt/n', 'Máy lúc giặt thì êm nhưng Khi vắt thì rung nhiều và di chuyển khỏi vị trí mặc dù để 800 vòng. Giặt sạch không bị nhàu vải./n', 'Đã mua 16.1.2022 sau 2 tháng thì hỏng, máy rung ko êm, rất rất là thất vọng 1 SP ko hề rẻ mà chất lượng quá tệ. Nếu ai có ý định mua thì nên cân nhắc lại/n', 'Mọi chức năng đều tốt, duy chỉ có chức năng thêm đồ khi giặt là biểu tượng khoá không tắt để mở cửa an toàn nên vẫn chưa thực hiện được chức năng này/n', 'Máy giặt tốt/n', 'Giặt êm, hoạt động ổn định, dễ điều chỉnh/n']"
Sony Google TV KD-50X75K,12.890.000₫,4.3,111,"['Ok tốt/n', 'Rất tốt/n', 'Ok/n', 'Dùng hơn 1 năm rồi giờ mới viết đánh giá . Mọi thứ đều ổn đên hiện tại nhưng gia đình nào thay mới hoặc chưa mua thì nên chọn 60 cho phòng 20m, muốn hình ảnh mượt thì chọn tần số 120Hz nhưng chắc không được áp dụng với đài truyền hình Việt Nam/n', 'Nhân viên lắp đặt rất tệ không nhiệt tình/n', 'Hình ảnh nét,âm thanh to,rõ,nghe êm tai/n', 'quá chì bắp/n', 'Tốt/n', 'tốt/n', 'Tôi mua tivi này vừa tròn 2 tháng thì bị như này . Chán thật/n', 'Đến thời điểm hiện tại thì rất tốt.. chưa có vấn đề gì/n', 'TV tốt trình chiếu ok sắc nét/n', 'Sp tuyệt vời/n', 'Nhân viên rất nhiệt tình/n', 'Sản phẩm tốt nhưng shop giao thiếu đồ, chăm sóc khách hàng quá tệ./n', 'Sản phẩm rất ưng ý, đội ngũ ktv nhiệt tình,chứ đáo giao hàng nhanh/n', '👍/n', 'Oki, nhân viên rất chu đáo, nhiệt tình/n', 'Rất tốt/n', 'Tuyệt vời/n']"
Toshiba Google TV 43C350LP,7.990.000₫,4.6,205,"['Rất đáng mua Hiện thị tốt, chất lượng âm thanh tốt. Đã mua tại Điện Máy Xanh./n', 'đây là chiếc tivi đáng mua nhất hiện nay....ngon bổ rẻ ..mùa sắc cực đẹp ,,,am thanh có bass nên nghe hay hơn các tivi khác , remot rất nhạy và hệ điều hành rất thông minh , phản hồi các lệnh ngay tức thì ,,,,hàng của nhật sản xuát thái lan chuản 4k nên quá ok rồi,,,,nên mua nghe các bạn ,,,,lúc mua đang khuyến mãi các thứ nên giá quá tốt luôn ....cực ki hài lồng ,,,,/n', 'Chất lượng rất tệ. Vừa sử dụng đã sọc 1/2 màn hình/n', 'Mới dùng 1 tuần. Cảm thấy ok. Lâu dài còn tuỳ duyên./n', 'Những ai có ý định mua đồ bên Điện Máy Xanh thì hãy suy nghĩ lại trước khi đến đây mua Dịch vụ chăm sóc bảo hành sản phẩm QUÁ TỆ đùng đẩy trách nhiệm người mua thiệt vô cùng từ đây trở về sau tôi chạy xa chổ Điện Máy Xanh này ratôi sẽ tư vấn cho bạn bè người thân tôi cũng Xa Chổ Này Ra/n', 'Nhân viên tư vấn nhiệt tình kỹ thuật lắp đặt chu đáo có hướng dẫn đầy đủ cách sử dụng/n', 'lúc đầu dùng chưa quen thấy hơi khó dùng 1 tý sau dùng nhiều thấy cũng tiện lợi đơn giản/n', 'Hiển thị sắc nétnhanh.ok trong tầm giá/n', 'Sao màn hình mờ căm vậy/n', 'TV sdung rất tốt mượt siêu nét/n', 'TV toshiba google tốt mọi người nên mua/n', 'Tôi cảm thấy tivi sử dụng rất tốt/n', 'Theo đánh giá sau mấy tháng sử dụng thì màu sắc có vẻ hơi nhạt theo kiểu phong cách xưa thiết kế cũng đơn giản hơn các dòng khác âm thanh lớn to rõ. ok/n', 'xứng đáng đồng tiển bát gạo/n', 'Ủng hộ thương hiệu Toshiba/n', 'Đẹp hài lòng/n', 'Nhà vẫn dùng đồ của Toshiba tốt phết chưa thấy lỗi lầm gì/n', 'đẹp tốt/n', 'Loa lớn kết nối mạng nhanh/n', 'Lần đầu mua cái TV mà ưng như thế sắc nét/n']"
Sony Google TV KD-55X80L,16.890.000₫,4.5,16,"['Sao mình không đc 100k mua hàng nhỉ Mình cũng mua trả góp qua Home Credit mà/n', 'Rất tốt ạ..nhưng hôn nhân viên vào lắp không cài đặt kênh truyền hình VTV cho mình giờ mở xem không thấy ..mình mong cho nhân viên vào cài đặt lại cho m sớm nhất ạ/n', 'Ok/n', 'Tốt/n', 'Chưa yên tâm lắm/n', 'TV màu sắc đẹp/n', 'Sao ko vào google được vậy/n', 'Ok quá đẹp/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n']"
